no,content_id,title,content_type_id,area_code,si_gun_gu_code,first_image1,first_image2,map_level,latitude,longitude,tel,addr1,addr2,homepage,overview
19644,130519,울산동부도서관,14,7,3.0,http://tong.visitkorea.or.kr/cms/resource/90/3073190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3073190_image3_1.jpg,6,35.5282379059,129.4250884527,,울산광역시 동구 봉수로 505,(서부동),,
19645,130524,울산문화예술회관,14,7,2.0,http://tong.visitkorea.or.kr/cms/resource/77/1587977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1587977_image3_1.jpg,6,35.542964959,129.3271521316,,울산광역시 남구 번영로 200,(달동),,
19646,1556541,울산박물관,14,7,2.0,http://tong.visitkorea.or.kr/cms/resource/36/3072936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3072936_image3_1.jpg,6,35.5271580556,129.3087097418,,울산광역시 남구 두왕로 277,,,
19647,130522,울산북구문화예술회관,14,7,4.0,http://tong.visitkorea.or.kr/cms/resource/51/3077951_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/51/3077951_image3_1.bmp,6,35.5813751751,129.3614369457,,울산광역시 북구 산업로 1000,(연암동),,
19648,130517,울산북구문화원,14,7,4.0,,,6,35.5948569176,129.3574702442,,울산광역시 북구 산업로 1104,(송정동),,
19649,3043602,울산시립미술관,14,7,1.0,,,6,35.5577104058,129.3209022617,,울산광역시 중구 미술관길 72 (북정동),,,
19650,634337,울산암각화박물관,14,7,5.0,http://tong.visitkorea.or.kr/cms/resource/46/2364246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2364246_image3_1.jpg,6,35.60822134,129.1703973178,,울산광역시 울주군 두동면 반구대안길 254,,,
19651,130520,울산울주도서관,14,7,5.0,http://tong.visitkorea.or.kr/cms/resource/50/2552650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2552650_image2_1.jpg,6,35.5584568854,129.1377460121,,울산광역시 울주군 언양읍 언양로 109,,,
19652,2714152,울산전시컨벤션센터,14,7,5.0,,,6,35.5556598644,129.1316827314,,울산광역시 울주군 삼남읍 울산역로 255,,,
19653,2794700,울산큰애기집,14,7,1.0,http://tong.visitkorea.or.kr/cms/resource/35/2794935_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2794935_image2_1.jpg,6,35.5567883111,129.3221660661,,울산광역시 중구 문화의거리 28,,,
19654,1936811,울산해양박물관,14,7,5.0,,,6,35.3616830536,129.3546992653,,울산광역시 울주군 서생면 해맞이로 1251,,,
19655,1747340,울주문화예술회관,14,7,5.0,,,6,35.5641968974,129.2322042662,,울산광역시 울주군 범서읍 천상중앙길 36,(범서읍),,
19656,130394,울주문화원,14,7,5.0,http://tong.visitkorea.or.kr/cms/resource/31/3335231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3335231_image3_1.jpg,6,35.4362955209,129.2810147062,,울산광역시 울주군 온양읍 외고산1길 4-19,,,
19657,2822920,울주민속박물관,14,7,5.0,http://tong.visitkorea.or.kr/cms/resource/42/2822842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2822842_image3_1.jpg,6,35.4364566137,129.2809785934,,울산광역시 울주군 외고산1길 4-19,,,
19658,3079178,웨일즈 판타지움,14,7,2.0,http://tong.visitkorea.or.kr/cms/resource/77/3079177_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3079177_image3_1.jpg,6,35.5059562836,129.3831260722,,울산광역시 남구 장생포고래로 271-1 (매암동),,,
19659,130649,장생포 고래박물관,14,7,2.0,,,6,35.5027954846,129.3808374721,,울산광역시 남구 장생포고래로 244,(매암동),,
19660,3027519,장생포 문화창고,14,7,2.0,http://tong.visitkorea.or.kr/cms/resource/88/3072288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3072288_image3_1.jpg,6,35.5035257033,129.3673164077,,울산광역시 남구 장생포고래로 110 (장생포동),,,
19661,3055494,중구문화의전당,14,7,1.0,http://tong.visitkorea.or.kr/cms/resource/95/3055495_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3055495_image3_1.jpg,6,35.5675843083,129.3215658141,,울산광역시 중구 종가로 405 (성안동),,,
19662,2606222,태화강생태관,14,7,5.0,http://tong.visitkorea.or.kr/cms/resource/30/2608530_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2608530_image2_1.jpg,6,35.5783953902,129.2369923376,052-204-1650,울산광역시 울주군 구영로 31 태화강생태관,,,
19663,130261,현대예술관,14,7,3.0,http://tong.visitkorea.or.kr/cms/resource/23/1355323_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1355323_image3_1.jpg,6,35.5228997416,129.4317185812,,울산광역시 동구 명덕로 10 현대예술관,,,
19664,130162,현대자동차 문화회관,14,7,4.0,,,6,35.5382471971,129.3882802673,,울산광역시 북구 염포로 601,,,
19665,2944473,Fe01(에프이01),14,7,5.0,,,6,35.3574548653,129.3074923807,,울산광역시 울주군 용연길 160,,,
19666,129732,KBS 울산홀,14,7,2.0,http://tong.visitkorea.or.kr/cms/resource/03/1899503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1899503_image3_1.jpg,6,35.5447647459,129.3265854644,,울산광역시 남구 번영로 212,(달동),,
19683,3348064,도깨비난장,15,7,3.0,http://tong.visitkorea.or.kr/cms/resource/28/3348028_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3348028_image3_1.jpg,6,35.5222025976,129.4316991581,052-264-3805,울산광역시 동구 서부동,100-12,,
19684,2848913,영남알프스 숲페스타,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/64/3302364_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/64/3302364_image3_1.jpeg,6,35.6288445258,129.0490962385,052-254-0522,울산광역시 울주군 상북면 운문로 169,,,
19685,1849463,외솔한글한마당,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/65/3009765_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/65/3009765_image3_1.png,6,35.5561939226,129.3215911332,052-716-5007,울산광역시 중구 성남동,329-5,,
19686,141375,울산 간절곶 해맞이,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/87/3057487_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/3057487_image3_1.JPG,6,35.3610443336,129.3598710555,052-980-2234~6,울산광역시 울주군 서생면 간절곶해안길 189,울주군 간절곶 공원,,
19687,3017778,울산 중구 문화재 달빛 야행,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/56/3017756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3017756_image3_1.jpg,6,35.5577159504,129.3203467545,052-275-3014,울산광역시 중구 동헌길 167 (북정동),,,
19688,1951053,울산119안전문화축제,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/24/3116324_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3116324_image3_1.JPG,6,35.5556598644,129.1316827314,010-6627-1314,울산광역시 울주군 삼남읍 울산역로 255,,,
19689,553263,울산고래축제,15,7,2.0,http://tong.visitkorea.or.kr/cms/resource/56/3310256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3310256_image3_1.jpg,6,35.5040870488,129.3831039046,052-226-1991~5,울산광역시 남구 장생포고래로 265 (매암동),장생포 고래문화특구 일원,,
19690,2986930,울산공업축제,15,7,2.0,http://tong.visitkorea.or.kr/cms/resource/15/3332115_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/15/3332115_image3_1.png,6,35.5504748587,129.3076647314,052-247-0559,울산광역시 남구 신정동,,,
19691,1253973,울산대공원 장미축제,15,7,2.0,http://tong.visitkorea.or.kr/cms/resource/95/2597295_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/95/2597295_image2_1.jpeg,6,35.5279769403,129.2838230009,052-229-3341,울산광역시 남구 남부순환도로 377,(옥동),,
19692,538458,울산쇠부리축제,15,7,4.0,http://tong.visitkorea.or.kr/cms/resource/65/3109165_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3109165_image3_1.jpg,6,35.5831471743,129.3601620068,052-293-3500,울산광역시 북구 산업로 1010 (연암동),,,
19693,506774,울산옹기축제,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/32/3310532_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3310532_image3_1.jpg,6,35.4351011832,129.2795426459,052-980-2232~6,울산광역시 울주군 온양읍 외고산3길 36,울주군 외고산 옹기마을 일대,,
19694,1049327,울산조선해양축제,15,7,3.0,http://tong.visitkorea.or.kr/cms/resource/30/3115930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3115930_image3_1.jpg,6,35.4953000321,129.4300445069,052-716-5007,울산광역시 동구 해수욕장10길,동구 일산해수욕장,,
19695,2933428,울산중구 눈꽃축제,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/13/3073413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3073413_image3_1.jpg,6,35.5542413463,129.3206301612,010-3151-4697,울산광역시 중구 성남동,울산 중구 성남동 젊음의거리 일대,,
19696,2555932,울주세계산악영화제 (UMFF : Ulju Mountain Film Festival),15,7,5.0,,,6,35.5565058027,129.0680049403,052-254-6459,울산광역시 울주군 알프스온천5길 103-8 산악문화센터,,,
19697,1937469,워터버블페스티벌,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/10/2993910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2993910_image3_1.jpg,6,35.5539469142,129.31952471,052-264-3805,울산광역시 중구 젊음의거리 49 (성남동),KT울산성남빌딩 광장,,
19698,3111111,작천정벚꽃축제,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/12/3111112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3111112_image3_1.jpg,6,35.5501767234,129.1089320947,010-6374-3434,울산광역시 울주군 삼남읍 수남벚꽃길 58-19,,,
19699,3104107,태화강 마두희 축제,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/93/3303193_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3303193_image3_1.jpg,6,35.5519831764,129.3158389761,052-244-2008,울산광역시 중구 성남동,212번지 일원,,
19700,1809293,태화강국가정원 봄꽃축제,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/27/2987427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2987427_image3_1.jpg,6,35.5487747405,129.2911995498,052-229-7562,울산광역시 중구 샛강남길 5 (태화동),,,
19701,2681613,2023 국제 수소전기에너지 전시회,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/71/2944071_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2944071_image3_1.jpg,6,35.5556348578,129.1311799982,1544-7052,울산광역시 울주군 삼남읍 울산역로 255,,,
19702,2767667,2023 울산국제아트페어,15,7,5.0,,,6,35.5557154154,129.131777166,051-742-8407,울산광역시 울주군 삼남읍 울산역로 255,,,
19703,2998158,2023 제 2회 울산 동구 염포산 전국마라톤대회,15,7,3.0,,,6,35.5283906367,129.4235219184,052-256-2417,울산광역시 동구 봉수로 507 현대스포츠클럽,,,
19704,3030895,2023울산문화박람회X울산에이팜,15,7,5.0,http://tong.visitkorea.or.kr/cms/resource/94/3030894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3030894_image3_1.jpg,6,35.5556598644,129.1316827314,052-255-1941,울산광역시 울주군 삼남읍 울산역로 255,,,
19705,2993474,2024 울산서머페스티벌,15,7,1.0,http://tong.visitkorea.or.kr/cms/resource/37/3335837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3335837_image3_1.jpg,6,35.5610160884,129.3473804138,052-290-1236,울산광역시 중구 염포로 55 (남외동),,,
19706,2952817,2024 울산자전거대축전,15,7,2.0,http://tong.visitkorea.or.kr/cms/resource/63/3114563_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3114563_image3_1.jpg,6,35.5504415288,129.3076286251,052-248-8836,울산광역시 남구 신정동,1513,,
19719,1889372,강바람 맞으며 죽림욕을 즐겨보자,25,7,5.0,,,3,35.5890812044,129.1371063212,,,,,
19720,2827454,부산과 울산 여행을 한번에! 1박2일 여행 코스 추천,25,7,5.0,http://tong.visitkorea.or.kr/cms/resource/79/2672379_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/79/2672379_image2_1.bmp,5,0.0,0.0,,,,,
19721,2037282,"붉은 단풍에 홀리고, 은빛 억새에 취하고",25,7,5.0,http://tong.visitkorea.or.kr/cms/resource/71/1963071_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1963071_image3_1.jpg,6,35.6210728692,129.0324645783,,,,,
19722,2660706,역사공부에 아름다운 자연풍광까지! 두마리 토끼를 잡는 울산여행,25,7,1.0,http://tong.visitkorea.or.kr/cms/resource/23/2631123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2631123_image3_1.jpg,6,35.5778530666,129.3464439092,,울산 중구,,,
19723,1889340,"옹기, 선조의 지혜를 배우다",25,7,5.0,http://tong.visitkorea.or.kr/cms/resource/23/530623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/530623_image3_1.jpg,7,35.3589668021,129.3605738299,,,,,
19724,2394381,울산 앞바다 몽돌해변,25,7,,http://tong.visitkorea.or.kr/cms/resource/14/1358514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1358514_image3_1.jpg,6,35.6282630976,129.4422952276,,,,,
19725,2394354,울산의 자동차 산업관광 코스,25,7,,,,6,35.5389803669,129.3839750664,,,,,
19726,1966894,울주 문화유산 코스 1,25,7,5.0,http://tong.visitkorea.or.kr/cms/resource/62/1588262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1588262_image3_1.jpg,4,35.6519094123,129.2409288104,,,,,
19727,1966898,울주 문화유산 코스 2,25,7,5.0,http://tong.visitkorea.or.kr/cms/resource/24/217724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/217724_image3_1.jpg,4,35.621020096,129.0323923639,,,,,
19728,2390817,자! 떠나자! 울산에 고래 보러!,25,7,2.0,http://tong.visitkorea.or.kr/cms/resource/97/2020497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2020497_image3_1.jpg,6,35.5052535543,129.3815095662,,,,,
19729,2360875,천혜의 자연 경관과 굵직한 산업시설로 가득한 고래들의 고향,25,7,,http://tong.visitkorea.or.kr/cms/resource/45/1588045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1588045_image3_1.jpg,6,35.432879217,129.2798871229,,,,,
19730,2628044,"푸른 바다를 벗삼아 걷는 낭만 여행길, 울산",25,7,3.0,http://tong.visitkorea.or.kr/cms/resource/18/2563118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2563118_image3_1.jpg,5,35.5017849664,129.4062491748,,울산광역시 동구 봉수로 155-1,(방어동),,
19736,2747466,가지산 자연캠핑장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/01/2748101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2748101_image2_1.jpg,6,35.6367354352,129.0561398456,,울산광역시 울주군 상북면 삽재로 279-22,,,
19737,2792600,강동오토캠핑장,28,7,4.0,http://tong.visitkorea.or.kr/cms/resource/65/2799365_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/65/2799365_image2_1.JPG,6,35.5996444939,129.4634191981,,울산광역시 북구 당사동 87,,,
19738,2749851,달곡캠프,28,7,4.0,http://tong.visitkorea.or.kr/cms/resource/24/2750124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2750124_image2_1.jpg,6,35.6095564464,129.4200199249,,울산광역시 북구 달곡1길 134,(무룡동),,
19739,2821304,당사현대차오션캠프,28,7,4.0,,,6,35.5821407755,129.4565286294,,울산광역시 북구 당사동,378-4번지,,
19740,2728918,대왕암공원오토캠핑장,28,7,3.0,http://tong.visitkorea.or.kr/cms/resource/04/2729004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2729004_image2_1.jpg,6,35.4881260102,129.4391689141,,울산광역시 동구 등대로 80-61,(일산동),,
19741,2747614,더캠프,28,7,5.0,,,6,35.6352604761,129.0494071427,,울산광역시 울주군 상북면 삽재로 420,,,
19742,2502579,동천 야외물놀이장,28,7,1.0,,,6,35.5737339542,129.3394835214,,울산광역시 중구 남외동 964,(남외동),,
19743,2729342,들살이오토캠핑장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/69/2729869_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2729869_image2_1.jpg,6,35.5347321882,129.0108188811,,울산광역시 울주군 상북면 배내로 1064-4,,,
19744,2734311,등억알프스야영장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/84/2735684_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/2735684_image2_1.JPG,6,35.5533176437,129.087897735,,울산광역시 울주군 상북면 알프스온천로 43,,,
19745,3072663,문수인라인롤러스케이트장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/91/3055391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3055391_image3_1.jpg,6,35.5329730818,129.2561863833,,울산광역시 울주군 청량읍 문죽리,1307-9,,
19746,3076278,문수힐링피크닉장,28,7,2.0,,,6,35.5332149764,129.2697879671,,울산광역시 남구 옥동,852,,
19747,3080239,배내골 사발이,28,7,5.0,,,6,35.5657483543,129.0222420178,,울산광역시 울주군 상북면 배내로 1438,,,
19748,2727271,불스글램핑,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/51/2727651_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2727651_image2_1.jpg,6,35.6842042362,129.1591017229,,울산광역시 울주군 두서면 아미산못길 26-50,,,
19749,3072662,서프라운지,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/86/3055286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3055286_image3_1.jpg,6,35.3866967667,129.3468075852,,울산광역시 울주군 서생면 진하해변길 40,,,
19750,1824411,솔마루길,28,7,2.0,,,6,35.5438399168,129.3301379576,,울산광역시 남구 돋질로 233,(달동),,
19751,3065312,시립 문수 궁도장,28,7,2.0,http://tong.visitkorea.or.kr/cms/resource/96/3065296_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3065296_image3_1.jpg,6,35.521647418,129.3009494625,,울산광역시 남구 남부순환도로 555 (신정동),,,
19752,2743870,아트앤오토캠핑장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/57/2776357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2776357_image2_1.jpg,6,35.5305715256,129.0097468682,,울산광역시 울주군 상북면 배내로 1005,,,
19753,3072661,영남알프스 국제클라이밍센터,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/74/3055674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3055674_image3_1.jpg,6,35.556272469,129.0665745165,,울산광역시 울주군 상북면 알프스온천5길 122,,,
19754,131718,울산 문수축구경기장,28,7,2.0,http://tong.visitkorea.or.kr/cms/resource/36/3084236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3084236_image3_1.jpg,6,35.5352867733,129.2595610237,,울산광역시 남구 문수로 44,(옥동),,
19755,131382,울산 컨트리클럽,28,7,5.0,,,6,35.4415154014,129.187181075,052-225-0707~9,울산광역시 울주군 웅촌면 웅촌로 1,(웅촌면),,
19756,3090549,울산EDA승마장,28,7,4.0,http://tong.visitkorea.or.kr/cms/resource/43/3090543_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/3090543_image3_1.JPG,6,35.6087461241,129.3098684512,,울산광역시 북구 버덩길 18 (가대동),,,
19757,2740994,울산시 힐링캠프,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/33/2741233_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2741233_image2_1.JPG,6,35.6164487857,129.0536406325,,울산광역시 울주군 상북면 소야정길 10,,,
19758,1624467,울산종합운동장,28,7,1.0,http://tong.visitkorea.or.kr/cms/resource/85/1588285_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1588285_image3_1.jpg,6,35.56266036,129.3479914251,052-290-7200,울산광역시 중구 염포로 55,,,
19759,3080248,울산중구도시관리공단수영장,28,7,1.0,,,6,35.5643261245,129.3100419117,,울산광역시 중구 종가로 305 (우정동),한국석유공사 지하 1층,,
19760,3043550,울주해양레포츠센터,28,7,5.0,,,6,35.3810279015,129.3437774521,,울산광역시 울주군 서생면 해맞이로 1560,,,
19761,2761965,울주해양레포츠센터 야영장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/89/2762289_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/89/2762289_image2_1.JPG,6,35.378914254,129.3440108243,,울산광역시 울주군 서생면 해맞이로 1560,,,
19762,2741539,입화산참살이숲야영장,28,7,1.0,http://tong.visitkorea.or.kr/cms/resource/45/2741745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2741745_image2_1.jpg,6,35.5766157989,129.2776499487,,울산광역시 중구 길촌길 333,(다운동),,
19763,2741542,입화산참살이숲제2오토캠핑장,28,7,1.0,http://tong.visitkorea.or.kr/cms/resource/65/2741765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2741765_image2_1.jpg,6,35.5776907682,129.282432834,,울산광역시 중구 길촌길 331,(다운동),,
19764,3074628,자수정동굴나라썰매장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/27/3074627_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3074627_image3_1.JPG,6,35.5404747528,129.0937086969,,울산광역시 울주군 삼남읍 자수정로 170,,,
19765,2741527,작천정별빛야영장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/56/2741656_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2741656_image2_1.jpg,6,35.5516929686,129.0955110032,,울산광역시 울주군 상북면 등억리 18-2,,,
19766,2675069,장생옛길& 장생포 둘레길,28,7,2.0,http://tong.visitkorea.or.kr/cms/resource/61/2675061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2675061_image2_1.jpg,6,35.5018704692,129.3745324919,,울산광역시 남구 장생포동,,,
19767,2908242,주전패밀리캠핑장,28,7,3.0,http://tong.visitkorea.or.kr/cms/resource/38/2908238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2908238_image3_1.jpg,6,35.5516747359,129.4554851397,,울산광역시 동구 주전해안길 300,,,
19768,131084,주전항,28,7,3.0,http://tong.visitkorea.or.kr/cms/resource/26/1588226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1588226_image3_1.jpg,6,35.5616097514,129.4565847626,052-229-6350,울산광역시 동구 주전해안길 86,(주전동),,
19769,2729611,천리안캠프힐,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/63/2729463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2729463_image2_1.jpg,6,35.6412016518,129.0589755831,,울산광역시 울주군 상북면 삽재4길 5,,,
19770,2739396,캠핑월드,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/62/2739862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2739862_image2_1.jpg,6,35.6271253998,129.0557568147,,울산광역시 울주군 상북면 삽재로 169-5,,,
19771,2948546,태화강 SUP,28,7,2.0,http://tong.visitkorea.or.kr/cms/resource/42/2948542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2948542_image3_1.jpg,6,35.5504415269,129.3075286337,,울산광역시 남구 신정동,1513,,
19772,2605817,태화강 국가정원 십리대숲 (은하수길),28,7,1.0,http://tong.visitkorea.or.kr/cms/resource/87/2613687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2613687_image3_1.jpg,6,35.5468000044,129.2934327441,,울산광역시 중구 태화동,,,
19773,2730148,태화연오토캠핑장,28,7,1.0,http://tong.visitkorea.or.kr/cms/resource/33/2730533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2730533_image2_1.jpg,6,35.562595303,129.2855552089,,울산광역시 중구 종가로 66,(태화동),,
19774,3080368,포니랜드승마장,28,7,5.0,,,6,35.5384681018,129.1716630534,,울산광역시 울주군 언양읍 대암1길 153-29,,,
19775,2734302,해오름캠핑장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/14/2735814_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/14/2735814_image2_1.JPG,6,35.3581888199,129.3450418704,,울산광역시 울주군 서생면 해맞이로 1109-17,,,
19776,2708230,해파랑길 8코스,28,7,4.0,http://tong.visitkorea.or.kr/cms/resource/67/2612967_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/67/2612967_image2_1.bmp,6,35.52587665,129.4033737453,,울산광역시 북구 성내4길 4,(염포동),,
19777,2731170,황방산생태야영장,28,7,1.0,http://tong.visitkorea.or.kr/cms/resource/71/2731471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2731471_image2_1.jpg,6,35.56948986,129.3327286752,,울산광역시 중구 단장골길 1,(복산동),,
19778,2792597,힐링빌리지 (팜핑레이크 캠핑장),28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/97/2799397_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/2799397_image2_1.JPG,6,35.3718416581,129.2817358889,,울산광역시 울주군 서생면 화산발리로 325-62,,,
19779,3090572,JK승마장,28,7,5.0,http://tong.visitkorea.or.kr/cms/resource/64/3090564_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/3090564_image3_1.JPG,6,35.5393694946,129.1029690297,,울산광역시 울주군 삼남읍 자수정로 70,,,
19791,1144607,경원BIZ모텔[한국관광 품질인증/Korea Quality],32,7,3.0,http://tong.visitkorea.or.kr/cms/resource/53/2606153_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/2606153_image2_1.JPG,3,35.5151783876,129.4317771276,052-233-2000,울산광역시 동구 녹수7길 58,(전하동),,
19792,2994636,다담한옥,32,7,5.0,http://tong.visitkorea.or.kr/cms/resource/45/2994645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2994645_image3_1.jpg,6,35.5883742852,129.0598575408,,울산광역시 울주군 거리지곡2길 8,,,
19793,2570790,롯데시티호텔 울산,32,7,2.0,,,6,35.5375767228,129.3296437331,052-990-1000,울산광역시 남구 삼산로 204,,,
19794,143064,롯데호텔 울산,32,7,2.0,,,6,35.5386767581,129.3380846328,,울산광역시 남구 삼산로 282 롯데호텔,,,
19795,2571095,루이스호텔,32,7,3.0,,,6,35.493036383,129.4292779703,052-209-2705,울산광역시 동구 해수욕장2길 65,(일산동),,
19796,2576493,배내골 걸리버 펜션,32,7,5.0,http://tong.visitkorea.or.kr/cms/resource/14/2576114_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2576114_image2_1.jpg,5,35.5333684142,129.0087357678,010-9620-2123,울산광역시 울주군 상북면 배내로 1013-27,,,
19797,2708665,브라운도트호텔 (장생포점) [한국관광 품질인증/Korea Quality],32,7,2.0,http://tong.visitkorea.or.kr/cms/resource/69/2709169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2709169_image3_1.jpg,5,35.5028009736,129.3773294441,0503-5052-0693,울산광역시 남구 장생포고래로 211,,,
